transaction_id,mcc,card_number,customer_name,card_name,issueing_bank,transaction_ammount,location,aquiring_bank
7869295973,BMW,5018466836051096,Elliott Filon,maestro,Skyvu,,Pagelaran,Kimia
3204920275,Dodge,5463913431936205,Nancee Janssens,diners-club-us-ca,Tagopia,,Montpellier,Feedfire
0972961879,Mazda,3541636596695339,Stillman Stimpson,jcb,Meembee,,Vredefort,Feedfire
2768342432,Ford,30266953833234,Baxy Moakes,diners-club-carte-blanche,Thoughtsphere,,Zhaxi,Yozio
5055680539,Subaru,675950073965932722,Erny Kruger,switch,Oyoba,,Imatra,Pixope
5110361428,BMW,3563013009551033,Farrell Castelli,jcb,Muxo,,Motema,Voonix
3642143520,Dodge,6333921654339409921,Angy Massey,switch,Tekfly,,Memphis,Jamia
4506556550,Chevrolet,3532777336323187,Othelia McGuckin,jcb,Tanoodle,,Pianling,Meeveo
8255394567,Toyota,3550943286798565,Peyter Markwell,jcb,Katz,,Lefengzhen,Gigazoom
7860516241,Mitsubishi,6706393139859287,Dieter Flukes,laser,Innojam,,Xunqiao,Quinu
1930001002,Dodge,3544173392024933,Paten Kightly,jcb,Gigabox,,Sison,Browseblab
3296946543,Pontiac,67614320020018437,Philip Patten,maestro,Zoombeat,,Dayuan,Talane
6634804133,Infiniti,3558730470229826,Margo Phin,jcb,Kamba,,Panan,Yakijo
7103830665,Chevrolet,3564000420378608,Arlan Gianettini,jcb,Leexo,,Nyazura,Wikibox
1436391725,Nissan,490311231072934860,Fancy Wildin,switch,Avamba,,Qingshan,Cogibox
9183081690,Mazda,372301437499850,Elaine Brandel,americanexpress,Twitternation,,Roanne,Aibox
5994932426,Hyundai,3555436537040098,Emanuele Roja,jcb,Wordify,,Weekombaka,Photobug
8507594409,Lincoln,3579486726135334,Lise Fitzsimon,jcb,Digitube,,Ludu,Thoughtbeat
5581505799,Studebaker,3556169412466463,Amandy Eatttok,jcb,Brightbean,,Penha,Jaxbean
3545205444,Lamborghini,201891449143931,Corenda Potes,diners-club-enroute,Myworks,,Jaguimitan,Jaloo
3561646956,Nissan,3532266654621802,Pancho Ciementini,jcb,Jabbersphere,,Libertad,Thoughtsphere
6491578178,Bentley,5602238212945184961,Lane Flacke,china-unionpay,Izio,,Złotoryja,Talane
5790494102,Suzuki,201679618429342,Dorie Verdun,diners-club-enroute,Twitterworks,,Tongxing,Voonder
5279774049,Jeep,347241187469939,Tani Spencelayh,americanexpress,Yakitri,,El Peñón,Bluejam
1558275258,Dodge,56022494760456211,Merrili Guerrazzi,china-unionpay,Divape,,Tsivil’sk,LiveZ
7560835112,Kia,6761700510227900133,Delbert Cavendish,maestro,Ozu,,Sifangxi,Yabox
4664381131,Volvo,6767852422805139,Eugenius O'Dunneen,solo,Cogilith,,Xianxiang,Snaptags
1575574012,Chevrolet,5509463366515745,Niels Jullian,diners-club-us-ca,Skynoodle,,Cimadang,Plajo
5394145504,Lexus,633311794201211984,Jodi Fernando,switch,Pixoboo,,Jiaxian Chengguanzhen,Eazzy
1860579914,Ford,5010124132306437,Marcel Evill,mastercard,Camido,,Mercier,Topdrive
8474438144,Mercury,4917601244247671,Jessamine Pauleit,visa-electron,Zava,,Suntar,Blogspan
7459973068,Toyota,337941597248292,Joshia Beddoe,americanexpress,Rooxo,,Jiufeng,Jabbersphere
3948241856,Lotus,3554034474808618,Giacinta Eubank,jcb,BlogXS,,Kulevcha,Thoughtstorm
2746138492,Audi,3586356230681258,Felice Smallpeace,jcb,Wikizz,,Raofeng,Fliptune
0492855013,Ford,3530012556872578,Catlin Mendoza,jcb,Eimbee,,Yayao,Skalith
3019784115,Nissan,67597999013989737,Electra Stickells,maestro,Oyoyo,,Mangas,Yacero
2933130920,BMW,3561167923401717,Hillie Spriggen,jcb,Jaxbean,,San Jose,Quire
6699799371,Chrysler,5100142142751013,Willabella McLinden,mastercard,JumpXS,,Sakrand,Thoughtworks
9574743675,Lincoln,3569198725143803,Jarad Dowbakin,jcb,Brainsphere,,Kinh Môn,Wordify
6733797062,Maserati,3584312959389401,Emmalyn Seabert,jcb,Viva,,Drenova,Plajo
3094191363,Subaru,676167367965093882,Preston Deal,maestro,Edgeify,,Gryfino,Eire
3937132473,Mitsubishi,6304437049757514153,Alaric Lambourne,laser,Centimia,,Honghua’erji,Skyvu
8488831722,Kia,3541528864429501,Zerk Garrison,jcb,Trudoo,,Medenychi,Voonix
8842666521,Mercedes-Benz,3587907364265208,Terry Beany,jcb,Photolist,,Drammen,Kwideo
1102192562,MINI,3553859382933152,Derron Fugere,jcb,Abata,,Dolní Dunajovice,Yoveo
7917801349,Suzuki,50208947946177083,Missy Swadon,maestro,Dablist,,Noşratābād,Mymm
1238750117,Volkswagen,3536780008397428,Renard Stenhouse,jcb,Dabvine,,Maroua,Vinte
0266561063,BMW,3531928755333394,Israel Jacomb,jcb,Dabfeed,,Dingtou,Innojam
9466786903,Chevrolet,6762936159577233416,Clarence Stoyle,maestro,Mybuzz,,Beaverlodge,Tazzy
6128052304,Toyota,5602210585469204,Jourdain Manuele,bankcard,Linklinks,,Aubervilliers,Wikido
3166852271,Mercury,4917576263652433,Pablo Robun,visa-electron,Brainverse,,Montpellier,Zoonoodle
5894014638,Geo,4917395316735818,Andrea Hatry,visa-electron,Eidel,,Punta de Bombón,Edgewire
8601910874,Toyota,3533925954021570,Karl Mourton,jcb,Mybuzz,,Baini,Zoomcast
7048346450,Volvo,5196456516770747,Constanta Woffinden,mastercard,Photobug,,Malveira,Skinix
0074275046,Audi,4405875801393966,Kippy Dunmore,visa-electron,Dynava,,Sukaratu,Centimia
0447986295,Mercedes-Benz,5602236840830070,Mirabel Lanahan,bankcard,Pixope,,Sefrou,Zooxo
6886610694,Pontiac,4903712034444471,Gunar Abeau,switch,Ailane,,Jeponkrajan,Jabbertype
4761458232,Mitsubishi,372301916708144,Leesa Causon,americanexpress,Lazz,,Jiwei,Buzzster
8337875534,Lexus,5893877277387224055,Rhodie Keohane,maestro,Innotype,,Porto Velho,Wikibox
7384466008,GMC,3530548467531621,Aguie Kochl,jcb,Yozio,,Azua,Realmix
4894323583,Ford,5602245615702455,Misha Well,bankcard,Eamia,,Bela-Bela,Skalith
6665150003,BMW,3559881973429287,Marin Smitheman,jcb,Muxo,,Bang Mun Nak,Photospace
7777599798,Honda,3553388938794579,Sada Roath,jcb,Gigabox,,Tyukalinsk,Jaloo
6847117524,Mercury,5458950016750343,Lutero Jacks,diners-club-us-ca,Brainbox,,Zhongshangang,Flashdog
3512564100,Chevrolet,5602228684148644,Natala Humphris,china-unionpay,Wordify,,Barranca de Upía,Wikivu
3810457302,Chevrolet,4130991768160,Florida Jopling,visa,Kanoodle,,Cheremshan,Fatz
5228156291,Chevrolet,3562492931618857,Orton Stapylton,jcb,Skiptube,,Berón de Astrada,Livetube
0695689495,BMW,36872807929146,Perkin Kinkead,diners-club-international,Dabtype,,Gowa,Fliptune
9774169697,Scion,4844476958197216,Gardner Le Marquand,visa-electron,Yoveo,,Umm as Summāq,Bubblemix
5667008653,Nissan,56022472698539530,Harwilll Trask,china-unionpay,Zoomcast,,Puget-sur-Argens,Browsebug
5334885994,Chrysler,5602219482959455598,Gabbie Dyball,china-unionpay,Agivu,,Ergates,Jabbersphere
0934741956,Hyundai,58931977127825694,Remington Glossup,maestro,Fivebridge,,Bujaków,Flashpoint
4332299809,Volvo,3569608701892272,Patrice Mathan,jcb,Feedbug,,Bol’shoye Skuratovo,Mydo
3940198919,Honda,5100139525930974,Riobard Hancock,mastercard,Rhyzio,,Nyeri,Twitterworks
7224788627,Toyota,3556326951120493,Corbet Bucknell,jcb,Quaxo,,Tsyelyakhany,Mynte
8358813708,Toyota,4913120799076090,Angelico Heak,visa-electron,Skimia,,Lagoa de Albufeira,Skinte
6284360460,Chevrolet,3581640264490073,Traci Vasilyevski,jcb,Voomm,,Moutas,Katz
5699017798,Pontiac,5578016321401439,Jemmy Manes,diners-club-us-ca,Bubblemix,,Hisor,Chatterbridge
9490543632,Audi,3548026081313056,Helyn Tieman,jcb,Jabbercube,,Isu,Skivee
3049629835,Infiniti,4041378982363007,Svend Brewett,visa,Skiba,,Zhongchao,Vitz
6793624938,Chevrolet,3572715666937359,Petunia Taffs,jcb,Skiptube,,Ibaté,Trupe
3744446689,Plymouth,6379783568728696,Sax Aizkovitch,instapayment,Thoughtstorm,,Melenki,Jaxspan
0927001411,Isuzu,3585897167094453,Kenyon Witch,jcb,Yoveo,,Wangkung,Tagtune
9081173715,Buick,201563091672687,Reagen von Hagt,diners-club-enroute,Buzzshare,,Dzoraghbyur,Topicshots
3732149692,Toyota,5048372180716991,Jesus Briggdale,mastercard,Topiclounge,,Aozai,Twitterbeat
7838242290,Toyota,3577034510089309,Augie Barthot,jcb,Jayo,,Yambio,Oyoyo
0788321633,Buick,4041376828463,Gregor Bisseker,visa,Gabtype,,Guangping,Meetz
7610167762,Volkswagen,201449262664606,Tan Comiskey,diners-club-enroute,Demivee,,Gandusari,Voolia
6947820030,Toyota,3587850763695684,Anna-diana Djekovic,jcb,Youopia,,Nanmo,Skimia
5670843711,Mazda,67093442748811214,Kit Crosham,laser,Flipbug,,Ribeirão Preto,Tanoodle
7515779675,BMW,6372508441936027,Geri McElrath,instapayment,Viva,,Bijeli,Mydeo
0007222149,Toyota,4508372813735547,Rubin Bottoms,visa-electron,Agimba,,Viškovci,Yacero
4938146592,Isuzu,3567454149173211,Scarlet Mullenger,jcb,Kanoodle,,Plaza Huincul,Topiczoom
9833497225,Saab,5602222012077690,Ricki Walkinshaw,bankcard,Topicshots,,Hà Tĩnh,Flipopia
6662484032,Honda,5108753837822323,Braden Tingle,mastercard,Feedfish,,Barotac Viejo,Zoozzy
4575928291,Dodge,4936899856806993234,Darb Comiam,switch,Feednation,,Doetinchem,Mynte
5215360715,Toyota,6771990672891583690,Koenraad Rapinett,laser,Ozu,,Gōtsuchō,Tagtune
6929236977,Audi,3537766579884687,Wilmer Kobke,jcb,Tagfeed,,Kanturk,Chatterpoint
2217973037,Ford,3581365242369658,Blaire Maiden,jcb,Feedmix,,Batiano,Quinu
7513279101,Ford,4041377084504,Brit Lathey,visa,Wordify,,Zhuqi,Wikizz
3268697577,Nissan,3546810239844555,Almeda Rolfo,jcb,Voonix,,Urungpigang,Mycat
3425007467,Ford,3532767814356460,Susi Peasby,jcb,Yakijo,,Minle,Gabvine
7848183297,Honda,201865591070761,Vernen Corney,diners-club-enroute,Bubblemix,,Calabugao,Gabspot
0684895536,Mitsubishi,564182229646512236,Leonie Lilley,switch,Fivebridge,,Rokem Barat,Skivee
1949474976,Infiniti,5602239811524219,Angel Pooley,china-unionpay,Riffwire,,Madruga,Yabox
8287706300,Ford,4041376142899,Cindelyn Truesdale,visa,Yotz,,Kokop,DabZ
4339545783,Lexus,560223604795266256,Milzie Cosley,china-unionpay,Feedmix,,Hali,Quinu
5878731843,Pontiac,3552924871093487,Durward Dinnis,jcb,Babbleblab,,Yeniköy,Gigaclub
9595138630,Audi,63043457483277769,Drake Josefson,laser,Brightdog,,Maliang,Yakijo
4807027360,Honda,5495918867791851,Herold Wrotham,mastercard,Dynazzy,,Mahābād,Browsecat
4872364899,Chevrolet,5602227231743873,Raleigh Baldocci,china-unionpay,Dabvine,,El Ocotón,Divape
4706406293,Chevrolet,4913181124457454,Florance Heare,visa-electron,Feednation,,Tillabéri,Cogilith
8130930196,GMC,3556586233839455,Jeth Mauchline,jcb,Yabox,,Cipolletti,Jaxnation
9170854947,Porsche,3540471581904194,Cristionna Stollery,jcb,Myworks,,Himeji,Gabvine
6648073047,Subaru,5602237431109023,Felita Vasilechko,bankcard,Mydo,,Renhe,Buzzshare
4758226989,GMC,201951467842671,Daisy Demead,diners-club-enroute,Avavee,,Villa Nueva,Rhycero
3974368922,Land Rover,3545642882658169,Devonne Walpole,jcb,Quinu,,Gobō,Agimba
5539589963,Ford,3541477751821802,Charmaine Norville,jcb,Roomm,,Cerrito,Innojam
0675985900,Nissan,5100133348325181,Lela Caso,mastercard,Innojam,,Sokółka,Feedspan
7820867205,Chevrolet,3542574568692175,Carroll Russi,jcb,Brainlounge,,Yaguachi Nuevo,Livefish
5491213101,Audi,3537461101967131,Baird Grinyakin,jcb,Zoovu,,Champaign,Wikivu
1271955695,Cadillac,3540981402485652,Niki Willsmore,jcb,Ntags,,Pangani,Mybuzz
6567070668,Dodge,63047977350207512,Cosetta Cino,maestro,Edgewire,,Ordino,Jatri
9268401592,Oldsmobile,3580313287234271,Darby Jandera,jcb,Skipfire,,Thymianá,Skimia
8616053468,Nissan,5602253482779200,Alina Juhruke,bankcard,Mynte,,Cầu Gồ,Babbleopia
2956394991,Mercedes-Benz,633110378055889963,Shurlocke Jeffreys,switch,Mynte,,Reshetnikovo,Zava
1053572204,Hyundai,3554124952374017,Anatollo Del Castello,jcb,Gigazoom,,Kedungbacin,Cogilith
2190370264,Ford,5100137653798320,Jdavie Dohmer,mastercard,Twitterbridge,,Zaragoza,Meeveo
5668113744,Chevrolet,50185140954517633,Lorry Balloch,maestro,Shufflester,,Vancouver,Gabvine
3657349537,Maserati,3537238851321036,Shel Sparrowe,jcb,Linkbridge,,Svilengrad,Riffpath
1223037320,Buick,372301705593343,Madelyn Mansuer,americanexpress,Edgepulse,,Newlands,Thoughtbeat
3776190205,Ford,67714281213557632,Tyrus Brownhill,laser,Thoughtstorm,,Heping,Browsebug
2814017195,Ford,3541345638296870,Benedikta Trundell,jcb,Chatterbridge,,La Purisima,Jetwire
5237335403,Buick,3569785182336910,Dulcy Peto,jcb,Thoughtsphere,,Leping,Demimbu
2106951736,Lincoln,5247847258570270,Nicolle O'Haire,mastercard,Brainverse,,Helie,Skinix
5281782762,Chevrolet,337941069894607,Kenyon Gammade,americanexpress,Rhyloo,,Lagdo,Topiczoom
2502949114,Dodge,372301866610407,Pauletta Whitwham,americanexpress,Ainyx,,Lazaro Cardenas,Yabox
9517403062,Mitsubishi,5610260554090135,Herby Loads,bankcard,Gabcube,,Santa Rosa de Lima,Yodoo
6026894195,Pontiac,3532928865210812,Basilius Radleigh,jcb,Zoozzy,,Fort Pierce,Topicstorm
0459826042,Mercedes-Benz,6334100404957470156,Freedman Battey,solo,Jaxnation,,Tanshi,Oyonder
6899356031,Hummer,5610935710647262,Gabi Betchley,bankcard,Zoomlounge,,Zhengwan,Riffwire
6204632906,BMW,3577382316482560,Darren Gowrie,jcb,InnoZ,,Francisco Morato,Linkbridge
1157158242,Aston Martin,5602246850613340,Alie Chrismas,bankcard,Podcat,,Uście Gorlickie,Jaxworks
0920440495,Pontiac,6771470005283609618,Roxanne Kelsall,laser,Yakijo,,Bang Lamung,Eare
0067364616,Bentley,374062341927471,Barrie McNee,americanexpress,Mybuzz,,Icheon-si,Gabcube
5465543981,Saturn,5214935521274462,Rusty Joris,mastercard,Rhynyx,,Emiliano Zapata,Yabox
0052966933,Oldsmobile,3545623887770928,Emmy Edel,jcb,Aimbo,,Beni,Edgeblab
8883485505,Jeep,5602243182993250,Ricky Narup,china-unionpay,Avamba,,Novomoskovsk,Livetube
9909064960,Toyota,3540886345785565,Whitaker Crole,jcb,Gabvine,,Izlake,Eazzy
9268096242,GMC,337941216934876,Hill Masseo,americanexpress,Zoomlounge,,Anse Boileau,Brainsphere
8604003029,Lexus,3582338570659403,Bil Lealle,jcb,Plambee,,Parakanpanjang,Wordware
3491625831,Audi,30355742058441,Trenton Drains,diners-club-carte-blanche,Aivee,,Nixi,Skippad
3735872514,GMC,201968857891712,Odella Bronot,diners-club-enroute,Agivu,,Talitsy,Quimba
5253760342,Mazda,4405677849115306,Carlota Tomasek,visa-electron,Agimba,,Paccho,Riffpedia
5756937684,Audi,3589619096369681,Ximenez Stanman,jcb,Janyx,,Šibenik,Skiptube
2883367337,Kia,3529261060492653,Patin Downing,jcb,Twimbo,,Jatibonico,Flashpoint
8187798084,Buick,676757959446638073,Korry McNickle,solo,Photobean,,Pražmo,Mydeo
1662684215,Suzuki,4913390038609213,Cyb Mant,visa-electron,Rhyloo,,Xiaochuan,Gabtype
4259990853,Volkswagen,5002355870507410,Tiffany Akram,mastercard,Skivee,,Labé,Devbug
1749712156,Mazda,3564027626430677,Lorinda Napleton,jcb,Yakitri,,Zhaitou,Skalith
7670954000,GMC,3531319044620496,Odele Shotton,jcb,Wordify,,Dolní Bečva,Muxo
6120320733,Subaru,3571772496162162,Nevsa Mannering,jcb,Skiptube,,Yakymivka,Mynte
3561276571,Mercury,670643968010991454,Sully Renad,laser,Ozu,,Vítkov,Rhynoodle
0825920868,Nissan,5893202573416956,Wilma Widdows,maestro,Skiba,,Lubuagan,Midel
6595641674,Chevrolet,30542401272112,Esra Curzon,diners-club-carte-blanche,Realblab,,Três Passos,Skimia
5157758596,BMW,5602256709018005,Bondon Buckle,bankcard,Teklist,,Reforma,LiveZ
0471810606,Volvo,3589890905744154,Danna Olpin,jcb,Avamm,,Sigma,Twimm
5375981408,Mercury,30363397876950,Gwyneth Teck,diners-club-carte-blanche,Thoughtstorm,,Cairima,Quinu
7443926197,Acura,3540429802700130,Jonell Gringley,jcb,Omba,,Zargarān,Pixoboo
8312516824,Kia,337941042660372,Martynne Pochon,americanexpress,Rhybox,,Wailolung,Flashdog
1102140996,Volvo,36286678588222,Desiri Rawet,diners-club-international,Fadeo,,Wanbu,Zooxo
1941487785,Mazda,3533867170348538,Caren Sayle,jcb,Vipe,,Enköping,Thoughtstorm
9606259528,Saab,5010123425578918,Sonny Byart,mastercard,Twitterbeat,,Nagu,Chatterbridge
3359583264,Mercury,201843184631471,Nanon Buffery,diners-club-enroute,Voonyx,,Gorelki,Youfeed
2401783369,Subaru,5602235550571510,Reagen Swansborough,bankcard,Devpulse,,Drawsko Pomorskie,Blogtag
5047900991,Mazda,3544889012724145,Cecilla Toffetto,jcb,Eire,,Basseterre,Npath
0601880072,Porsche,3556476695473284,Darcey Scoone,jcb,Centimia,,Pršovce,Meemm
3072575851,Dodge,06041951291078840,Clim Bavister,maestro,Oyoloo,,Yingdianjie,Agimba
8050383601,Mitsubishi,3574631942389935,Nanine Plampeyn,jcb,Feedspan,,Nipawin,Voolith
6438824046,Audi,4405468670659673,Reginauld Winter,visa-electron,Linklinks,,Xintang,Trilia
5361262420,Volkswagen,201933980208085,Oneida Loomes,diners-club-enroute,Kaymbo,,Tópaga,Dablist
3909238459,Pontiac,3533004881127973,Ogdan Devanny,jcb,Katz,,Valday,Yakidoo
2656158338,Lexus,3565006264166347,Klarika Jansa,jcb,Aibox,,Barbaza,Babbleset
5576373332,Toyota,5010128993166871,Wesley Medcraft,mastercard,Realcube,,Siderejo,Fadeo
1907733124,Mazda,3563488087722609,Rex Temple,jcb,Flashpoint,,Voznesenskoye,Oloo
9791096562,Dodge,4026968599168630,Sherlocke Skilbeck,visa-electron,Browsetype,,Khanāşir,Eamia
8622390640,Nissan,3531456541595027,Issie Delue,jcb,Linkbuzz,,Lengkongjaya,Twinder
9295389999,Dodge,3530241944193468,Cesaro McCard,jcb,Oodoo,,Cagayan,Thoughtstorm
2775479677,Ford,5460120860147089,Tabby McCritichie,mastercard,Riffpedia,,Sasayama,Browsecat
8234781766,GMC,3586281251228005,Ransom Ebbs,jcb,Pixonyx,,Mochudi,Centidel
9676940216,Bentley,3580048693938632,Ashlen Pardue,jcb,Blogspan,,Eṭ Ṭaiyiba,Flashdog
6837140477,Ford,50186972579701575,Verne McGlaughn,maestro,Gigazoom,,Nikol’sk,Dazzlesphere
5671573378,Toyota,3589077461270804,Ninnetta Yarham,jcb,Realbridge,,Belomorsk,Tagcat
2151792129,Subaru,3565237942913400,Lloyd Whitmarsh,jcb,Tagpad,,Butterworth,Thoughtsphere
8175659793,Chrysler,3529656470754065,Moishe Antonik,jcb,Vimbo,,Brändö,Photojam
5444951312,Subaru,6304401142156102332,Elbertine Matanin,laser,Flashset,,Kukuna,Jaloo
1740224566,Maybach,376495707129480,Willy Bloy,americanexpress,Babbleopia,,Prigrevica,Dynava
8923730920,Hyundai,3560852974775215,Petey Goggen,jcb,Kimia,,Al Manzilah,Feedfire
4231901686,Hyundai,4905261164659808269,Rosamond Calterone,switch,Wikivu,,Langxi,Vipe
8068023631,Dodge,5496675857425846,Guthry Haestier,mastercard,Kazio,,Kassándreia,Voolia
5045109359,Maserati,3538236357733778,Jody Merchant,jcb,Wordify,,Xijia,Jaxnation
6716039570,GMC,201809794832403,Eben Lawther,diners-club-enroute,Realpoint,,Kista,Zoomzone
0178310190,Buick,564182232693037073,Deck Magrane,switch,Yakidoo,,Markham,Kaymbo
2376880378,Mitsubishi,4405354353157898,Elisa Hayton,visa-electron,Yakidoo,,Ibitinga,Gigaclub
2225420335,Dodge,3566797819926107,Trumann Leftly,jcb,Jamia,,Mojorembun,Cogilith
1331719240,Mitsubishi,5007660901629314,Sky Daubney,mastercard,Photobug,,Viana do Alentejo,Kazu
6199021533,Chevrolet,6390070418303176,Mason Pawelczyk,instapayment,Roomm,,Tekstil’shchiki,Twitterbridge
5676016515,Lexus,3560867314192970,Ambrosio Bodesson,jcb,Photojam,,Mulanay,Aibox
9342086977,Porsche,201575128654371,Vally Rayment,diners-club-enroute,Jaxspan,,Ganjiang,Fliptune
8274549481,Volkswagen,3572543182705211,Dotti Pipkin,jcb,Oodoo,,Pärnu-Jaagupi,Jabbersphere
3424228354,Mitsubishi,3531501678953182,Ellis Pevsner,jcb,Camimbo,,San Diego,Mymm
8134679749,Ford,374622748392064,Dex Macklam,americanexpress,Brainsphere,,Placencia,Miboo
7205133815,Ford,3544253107739387,Lorne Bodimeade,jcb,Wordify,,Danzi,Photospace
8198004378,Chevrolet,5262520764971072,Stanislaw Hauxwell,mastercard,Vipe,,Zavolzh’ye,Meetz
6617159330,Chevrolet,4913919174431006,Lenee Jillins,visa-electron,Thoughtmix,,Huangji,Rhybox
9495156181,GMC,4017952033677035,Orland Tuminini,visa,Thoughtblab,,Soloneshnoye,Skippad
2515902359,GMC,5100173196549359,Thebault Dallicott,mastercard,Photobug,,Antaparco,Buzzster
3226885464,Ford,589355351201769593,Zed Dunridge,maestro,Mita,,Ipiaú,Buzzbean
7060482784,Mitsubishi,3556147241684845,Leshia Etherson,jcb,Twitterbeat,,Verkhniy Dashkesan,Buzzster
8036739216,Subaru,50201631277458059,Daniella Stainfield,maestro,Yakijo,,Maibu,Tagchat
6050571570,Toyota,3555921173638602,Berta Cathery,jcb,Teklist,,Pukou,Gabspot
2059921562,Toyota,675919497327324072,Lavinie Dutnell,maestro,Myworks,,Tierimu,Photobean
0123785723,BMW,3574074659032283,Johna Trayhorn,jcb,Twitterlist,,T’et’ri Tsqaro,Geba
0145510506,Acura,67098898151003497,Kakalina Itzkin,laser,Quatz,,Kista,Ntags
7174665004,Subaru,30515225492371,Marion Klaffs,diners-club-carte-blanche,Yombu,,Nueva Guadalupe,Skilith
2149375001,Scion,3539790296778509,Aurore Hurt,jcb,Nlounge,,Pajala,DabZ
1152511939,GMC,3580850870411600,Niven Haton,jcb,Oloo,,Kermānshāh,Mudo
6397542998,Chevrolet,374283329481998,Brigitte Nelm,americanexpress,Kamba,,Quixadá,Youbridge
0668167181,Honda,560221865968525172,Batholomew Forber,china-unionpay,Omba,,Rzewnie,Yodel
7034329834,Honda,3546315077325584,Ealasaid Maric,jcb,Tambee,,Sumuranyar,Ailane
1414685335,Chevrolet,374283969691831,Row Kidd,americanexpress,Babbleset,,Al ‘Ayzarīyah,Dynava
2151014517,Plymouth,3566408341059033,Harland Gallant,jcb,Ntags,,Shouchang,Feedmix
5658387000,Lexus,30227371634430,Lonnie Bradden,diners-club-carte-blanche,Skivee,,Uberlândia,Skynoodle
0922355630,Chevrolet,4175003769808358,Emilee Congram,visa-electron,Yakitri,,Shaydon,Avavee
4502200638,BMW,5216523470984774,Cleveland Kingsman,mastercard,Browsecat,,Paço,Jaxspan
2738744931,Jeep,3561704033049752,Calypso Khristoforov,jcb,Blognation,,Shamkhor,Youspan
8448472209,Dodge,4903003080637378,Shanda Caustick,switch,Avamba,,Zhemtala,Camimbo
2522507842,Lincoln,3562712313420709,Sargent Clemmett,jcb,Mydeo,,Firmat,Flipstorm
7563686266,Pontiac,5108752424394563,Broderic Cartner,mastercard,Shuffletag,,Pinrang,Feednation
5206734098,Porsche,3531833974845774,Mark Strowthers,jcb,Izio,,Žabljak,Meetz
9224795811,Hyundai,3535440156955268,Cory Cavaney,jcb,Voonder,,Oslo,Thoughtmix
1604097833,Toyota,4405062969577421,Hannis Leatherborrow,visa-electron,Geba,,Lidköping,Kanoodle
2853195856,Acura,3559782297606727,Leland Braidman,jcb,Kare,,La Sabana,Rhynoodle
7703313831,Mitsubishi,6763193947070532169,Perl Andreix,maestro,Agimba,,Radziszów,Shuffledrive
2885545674,Chevrolet,201447954369286,Norina Rawood,diners-club-enroute,Jetwire,,Матејче,Vidoo
1411921909,Mercedes-Benz,3562321637169651,Shanna Hyndley,jcb,Youspan,,Calumpit,Realbridge
6399822092,Nissan,5002353704023860,Gill Mawditt,mastercard,Meejo,,Ciudad Bolivia,Edgeclub
2651829994,Toyota,50202063732301691,Dallon Oneil,maestro,Gigazoom,,Skien,Oodoo
4452017088,Chrysler,5602238520299303,Timothy Toffanelli,bankcard,Livepath,,Pangao,Eimbee
3997497648,Jeep,3530431076601533,Kettie Bamforth,jcb,Voonder,,Chyżne,Feedmix
0396261809,Subaru,4405470533788228,Ferd Dell'Abbate,visa-electron,Vimbo,,Kanshan,Ailane
9461000278,Mercedes-Benz,3529483623107491,Chev Perrott,jcb,Miboo,,Nerópolis,Youtags
8130895986,Ferrari,3558709841930114,Celestyna Brydone,jcb,Photolist,,Kunwi,Leexo
7861755959,Plymouth,5048376999916569,Esmeralda Ashwell,mastercard,Rhynoodle,,Lebedinovka,Fanoodle
7892350675,Nissan,374622608258074,Brett Tulloch,americanexpress,Riffwire,,Farafangana,Oloo
0177342889,Buick,4405105303683726,Ramsey Khan,visa-electron,Zooveo,,Huatanshan,Pixonyx
7040537494,Mitsubishi,377840873567899,Mose Hasson,americanexpress,Zoozzy,,Malaya Dubna,Demivee
9519567232,Dodge,5018857690903036,Mandy Fanthome,maestro,Browsebug,,São Miguel de Machede,Wikivu
4026776212,Mercedes-Benz,3537399538913734,Jedd Patchett,jcb,Yata,,Araguaína,Flashpoint
3312005523,BMW,4017953479713441,Lin Pollicott,visa,Jaxspan,,La Roche-sur-Yon,Eazzy
4857035626,Audi,4958031405286781,Gherardo Steljes,visa,Digitube,,Rayside-Balfour,Wikizz
3410872876,Mitsubishi,5100144144303645,Cosmo Scurrell,mastercard,Photolist,,Lukovë,Chatterbridge
5664948264,Land Rover,5893387217518990557,Axe Patterson,maestro,Skipstorm,,Serra,Voolia
5775596153,Chevrolet,3584237089926972,Loralie Roadnight,jcb,Skibox,,Mistrató,Wikizz
2952337411,Mazda,3550652955736331,Kevyn Wicklen,jcb,Yabox,,Hualin,Devbug
5505640877,Subaru,67068293566051776,Octavius Ledgeway,laser,Vimbo,,Outapi,Topicstorm
4729265637,GMC,3536487050651757,Vitia Hollyar,jcb,Browseblab,,Lanlacuni Bajo,Demimbu
1691478296,Porsche,6397003282600834,Kristen Fearenside,instapayment,Twinder,,Xuling,Brightbean
5406684442,Ford,670666135544243917,Allister Chretien,laser,Viva,,Matsutō,Kazio
8750173227,Chevrolet,5115238913943673,Zelig Daw,mastercard,Eidel,,Maji,Yoveo
6064584211,Dodge,6706938226504913,Felicity Normanvill,laser,Vitz,,Jiatou,Vitz
7588204230,Jeep,3581801188494878,Harley Hymor,jcb,Fivebridge,,Mainang,Edgepulse
6802505142,Lexus,6397209854959124,Franz Ellick,instapayment,Thoughtblab,,Bagjasari,Centizu
8035188135,GMC,30405212888288,Rozalie Scholz,diners-club-carte-blanche,Jazzy,,Chitagá,Flipstorm
